endpoint,column_name,data_type,pretty_name,definition,is_required
v1/accounting/od/fbp_gl_repay_advance_balances,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/fbp_gl_repay_advance_balances,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/fbp_gl_repay_advance_balances,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,annualized_effective_rate,PERCENTAGE,Annualized Effective Rate,The annual interest rate for demand deposit securities.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,daily_factor,NUMBER,Daily Factor,The daily interest rate for demand deposit securities.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/slgs_demand_deposit_rates,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/slgs_demand_deposit_rates,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/slgs_time_deposit_rates,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/slgs_time_deposit_rates,from,STRING,From (Year-Month),The beginning of security life in years and months.,TRUE
v1/accounting/od/slgs_time_deposit_rates,through,STRING,Through (Year-Month),The end of security life in years and months.,TRUE
v1/accounting/od/slgs_time_deposit_rates,rate,PERCENTAGE,Rate,The interest rate earned on time deposit securities for specified security life.,TRUE
v1/accounting/od/slgs_time_deposit_rates,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/slgs_time_deposit_rates,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/slgs_time_deposit_rates,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/slgs_time_deposit_rates,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/slgs_time_deposit_rates,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/slgs_time_deposit_rates,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/slgs_time_deposit_rates,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/federal_maturity_rates,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/federal_maturity_rates,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/federal_maturity_rates,one_year_or_less,NUMBER,1 Year or Less,The annual rate for maturities less than or equal to 1 year.,TRUE
v1/accounting/od/federal_maturity_rates,between_1_and_5_years,NUMBER,Between 1 and 5 Years,The annual rate for maturities greater than 1 year and less than 5 years.,TRUE
v1/accounting/od/federal_maturity_rates,between_5_and_10_years,NUMBER,5 or More Years and Less Than 10,The annual rate for maturities greater than or equal to 5 years and less than 10 years.,TRUE
v1/accounting/od/federal_maturity_rates,between_10_and_20_years,NUMBER,10 or More Years and Less Than 20,The annual rate for maturities greater than or equal to 10 years and less than 20 years.,TRUE
v1/accounting/od/federal_maturity_rates,twenty_years_or_greater,NUMBER,20 Years or Greater,The annual rate for maturities greater than or equal to 20 years.,TRUE
v1/accounting/od/federal_maturity_rates,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/federal_maturity_rates,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/federal_maturity_rates,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/federal_maturity_rates,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/federal_maturity_rates,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/federal_maturity_rates,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/tma_contract_disputes,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/tma_contract_disputes,partner_cd,STRING,Partner Code,The agency identifier code.,FALSE
v1/accounting/od/tma_contract_disputes,agency_nm,STRING,Agency Name,The agency name associated with the agency identifier code.,TRUE
v1/accounting/od/tma_contract_disputes,bal_of_131000_amt,CURRENCY,Balance of 131000 Amount,The 020 3101000 (recoveries from federal agencies for settlement of claims from contract disputes) account balance within the 131000 receivable account.,FALSE
v1/accounting/od/tma_contract_disputes,bal_of_131900_amt,CURRENCY,Balance of 139000 Amount,The 020 3101000 (recoveries from federal agencies for settlement of claims from contract disputes) account balance within the 131900 allowance account.,FALSE
v1/accounting/od/tma_contract_disputes,bal_of_590000_amt,CURRENCY,Balance of 590000 Amount,The 020 3101000 (recoveries from federal agencies for settlement of claims from contract disputes) account balance within the 590000 revenue account.,FALSE
v1/accounting/od/tma_contract_disputes,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tma_contract_disputes,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/tma_contract_disputes,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/tma_contract_disputes,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/tma_contract_disputes,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/tma_contract_disputes,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/tma_contract_disputes,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/tma_no_fear,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/tma_no_fear,partner_cd,STRING,Partner Code,The agency identifier code.,FALSE
v1/accounting/od/tma_no_fear,agency_nm,STRING,Agency Name,The agency name associated with the agency identifier code.,TRUE
v1/accounting/od/tma_no_fear,bal_of_131000_amt,CURRENCY,Balance of 131000 Amount,The 020 3112000 (reimbursements from federal agencies for payments made as the result of discriminatory conduct) account balances within the 131000 receivable account.,FALSE
v1/accounting/od/tma_no_fear,bal_of_590000_amt,CURRENCY,Balance of 590000 Amount,The 020 3112000 (reimbursements from federal agencies for payments made as the result of discriminatory conduct) account balances within the the 590000 revenue account.,FALSE
v1/accounting/od/tma_no_fear,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tma_no_fear,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/tma_no_fear,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/tma_no_fear,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/tma_no_fear,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/tma_no_fear,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/tma_no_fear,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/tma_unclaimed_money,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/tma_unclaimed_money,agency_nm,STRING,Agency Name,Indicates the agency name.,TRUE
v1/accounting/od/tma_unclaimed_money,agency_location_cd,STRING,Agency Location Code,The agency location code (ALC) associated with each agency name.,TRUE
v1/accounting/od/tma_unclaimed_money,prev_fy_end_account_bal_amt,CURRENCY,Previous FY End Account Balance Amount,The 20X6133 (unclaimed moneys) account balance from the previous fiscal year end.,FALSE
v1/accounting/od/tma_unclaimed_money,fytd_account_activity_amt,CURRENCY,FYTD Account Activity Amount,The activity within the 20X6133 (unclaimed moneys) account within the fiscal year.,FALSE
v1/accounting/od/tma_unclaimed_money,account_bal_amt,CURRENCY,Account Balance Amount,The 20X6133 (unclaimed moneys) account balance as of the record date.,FALSE
v1/accounting/od/tma_unclaimed_money,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tma_unclaimed_money,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/tma_unclaimed_money,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/tma_unclaimed_money,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/tma_unclaimed_money,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/tma_unclaimed_money,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/tma_unclaimed_money,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/tcir_semi_annual,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_semi_annual,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_semi_annual,effective_start_date,DATE,Effective Start Date,The start date of the associated effective date range.,TRUE
v1/accounting/od/tcir_semi_annual,effective_date_range,STRING,Effective Date Range,The date range for which the calendar year rate is effective.,TRUE
v1/accounting/od/tcir_semi_annual,calendar_year_rate,STRING,Calendar Year Rate,The calendar year interest rate certified by Treasury for the listed legislation which is effective during the dates listed.,TRUE
v1/accounting/od/tcir_semi_annual,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_quarterly_table_1,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_quarterly_table_1,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_quarterly_table_1,month,STRING,Month,The month name associated to the quarter for the fiscal year.,TRUE
v1/accounting/od/tcir_quarterly_table_1,year,YEAR,Year,The fiscal year.,TRUE
v1/accounting/od/tcir_quarterly_table_1,dollar_amt_sold,CURRENCY,Dollar Amt. Sold ($000),This is the dollar amount sold for that month and year. Expressed in ($000),TRUE
v1/accounting/od/tcir_quarterly_table_1,avg_yield_to_maturity,STRING,Avg Yield to Maturity,The average market yield to maturity for that month and year. Expressed in percentages.,TRUE
v1/accounting/od/tcir_quarterly_table_1,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_quarterly_table_2a,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_quarterly_table_2a,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_quarterly_table_2a,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable,TRUE
v1/accounting/od/tcir_quarterly_table_2a,effective_date_range,STRING,Effective Date Range,The date range for which the quarterly rate is effective.,TRUE
v1/accounting/od/tcir_quarterly_table_2a,quarterly_rate,STRING,Quarterly Rate,The quarterly interest rate certified by Treasury for the listed legislation which is effective during the dates listed.,TRUE
v1/accounting/od/tcir_quarterly_table_2a,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_quarterly_table_2b,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_quarterly_table_2b,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_quarterly_table_2b,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable,TRUE
v1/accounting/od/tcir_quarterly_table_2b,effective_date_range,STRING,Effective Date Range,The date range for which the quarterly rate is effective.,TRUE
v1/accounting/od/tcir_quarterly_table_2b,quarterly_rate,STRING,Quarterly Rate,The quarterly interest rate certified by Treasury for the listed legislation which is effective during the dates listed.,TRUE
v1/accounting/od/tcir_quarterly_table_2b,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_quarterly_table_3,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_quarterly_table_3,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_quarterly_table_3,term,STRING,Term (Tranche),Represents the certified interest rates during a specific time frame.,TRUE
v1/accounting/od/tcir_quarterly_table_3,maturity_or_next_int_reset_dt,DATE,Maturity or Next Interest Reset Date,Date when the certified interest rate is mature or due to be reset.,TRUE
v1/accounting/od/tcir_quarterly_table_3,applicable_treasury_rate,STRING,Applicable Treasury Rate,Applicable Treasury interest rate at for that term,TRUE
v1/accounting/od/tcir_quarterly_table_3,rate_adjustment,STRING,Rate Adjustment,Certified interest adjustment rate applicable for that term ,TRUE
v1/accounting/od/tcir_quarterly_table_3,contract_int_rate,STRING,Contract Interest Rate,Certified contract interest rate applicable for that term,TRUE
v1/accounting/od/tcir_quarterly_table_3,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_monthly_table_1,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_monthly_table_1,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_monthly_table_1,maturity,STRING,Maturity,Time frame/Maturity of the interest rate,TRUE
v1/accounting/od/tcir_monthly_table_1,previous_month_year,STRING,Previous Month Year,Represents the previous month and year based on the date of the file received.,TRUE
v1/accounting/od/tcir_monthly_table_1,rate_used_for_prev_month_year,STRING,Rate Used for Previous Month Year,Certified Interest Rates used for the previous month ,TRUE
v1/accounting/od/tcir_monthly_table_1,current_month_year,STRING,Current Month Year,Represents the current month and year based on the date of the file received.,TRUE
v1/accounting/od/tcir_monthly_table_1,rate_ind_for_curr_month_year,STRING,Rate Indicated for Current Month Year,Certified interest rate for the current month.,TRUE
v1/accounting/od/tcir_monthly_table_1,rate_change,STRING,Rate Change,Represents the change in rate between the previous and current months,TRUE
v1/accounting/od/tcir_monthly_table_1,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_monthly_table_2,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_monthly_table_2,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_monthly_table_2,from_and_including,STRING,From and Including,The start and period of each interval.,TRUE
v1/accounting/od/tcir_monthly_table_2,up_to_but_not_including,STRING,Up To But Not Including,The interval runs up to this point but does not include it. The beginning of the following interval.,TRUE
v1/accounting/od/tcir_monthly_table_2,monthly_rate,STRING,Rate,The certified interest rates for Treasury loans for a certain date range. Expressed in percentages.,TRUE
v1/accounting/od/tcir_monthly_table_2,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_monthly_table_3,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_monthly_table_3,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_monthly_table_3,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_monthly_table_3,monthly_rate,STRING,Rate,The certified interest rate applicable for the month for a specified legislation.,TRUE
v1/accounting/od/tcir_monthly_table_3,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_monthly_table_4,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_monthly_table_4,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_monthly_table_4,from_and_including,STRING,From and Including,The start and period of each interval.,TRUE
v1/accounting/od/tcir_monthly_table_4,up_to_but_not_including,STRING,Up To But Not Including,The interval runs up to this point but does not include it. The beginning of the following interval.,TRUE
v1/accounting/od/tcir_monthly_table_4,monthly_rate,STRING,Rate,The certified interest rates for the Guam Development Fund Act for a certain date range. Expressed in percentages.,TRUE
v1/accounting/od/tcir_monthly_table_4,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_monthly_table_5,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_monthly_table_5,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_monthly_table_5,provision,STRING,Provision,Represents the name of the provision under the Department of Defense Arms Export Control Act ,TRUE
v1/accounting/od/tcir_monthly_table_5,notes,STRING,Notes,Provides additional context on the provision that the rate is representing,TRUE
v1/accounting/od/tcir_monthly_table_5,month_of,STRING,Month Of,Describes the month the rate is representing.,TRUE
v1/accounting/od/tcir_monthly_table_5,from_and_including,STRING,From and Including,The start and period of each interval.,TRUE
v1/accounting/od/tcir_monthly_table_5,up_to_but_not_including,STRING,Up To But Not Including,The interval runs up to this point but does not include it. The beginning of the following interval.,TRUE
v1/accounting/od/tcir_monthly_table_5,monthly_rate,STRING,Rate,The certified interest rates for the Department of Defense Arms Export Control Act for a certain date range. Expressed in percentages.,TRUE
v1/accounting/od/tcir_monthly_table_5,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_monthly_table_6,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_monthly_table_6,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_monthly_table_6,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_monthly_table_6,monthly_rate,STRING,Rate,The certified interest rate applicable for the month for a specified legislation.,TRUE
v1/accounting/od/tcir_monthly_table_6,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_1,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_1,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_1,from_and_including,STRING,From and Including,The start and period of each interval.,TRUE
v1/accounting/od/tcir_annual_table_1,up_to_but_not_including,STRING,Up To But Not Including,The interval runs up to this point but does not include it. The beginning of the following interval.,TRUE
v1/accounting/od/tcir_annual_table_1,fiscal_year,YEAR,Effective Fiscal Year,The fiscal year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_1,fiscal_year_rate,STRING,Fiscal Year Rate,The average market yield on Treasury securities effective for the fiscal year at each interval. Expressed in percentages.,TRUE
v1/accounting/od/tcir_annual_table_1,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_2,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_2,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_2,rate_desc,STRING,Description,The description for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_annual_table_2,fiscal_year,YEAR,Effective Fiscal Year,The fiscal year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_2,fiscal_year_rate,STRING,Fiscal Year Rate,The certified interest rate applicable for the fiscal year for specified legislation.,TRUE
v1/accounting/od/tcir_annual_table_2,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_3,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_3,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_3,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_annual_table_3,fiscal_year,YEAR,Effective Fiscal Year,The fiscal year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_3,fiscal_year_rate,STRING,Fiscal Year Rate,The certified interest rate applicable for the fiscal year for specified legislation.,TRUE
v1/accounting/od/tcir_annual_table_3,adj_rate_nearest_eighth_pct,STRING,Adjusted Rate to Nearest Eighth of Percent,The certified interest rate adjusted to the nearest eighth of a percent applicable for the fiscal year for specified legislation.,FALSE
v1/accounting/od/tcir_annual_table_3,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_4,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_4,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_4,reclamation_activities,STRING,Reclamation Activities,The reclamation activities for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_annual_table_4,fiscal_year,YEAR,Effective Fiscal Year,The fiscal year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_4,fiscal_year_rate,STRING,Fiscal Year Rate,The certified interest rate applicable for the fiscal year for specified reclamation activites.,TRUE
v1/accounting/od/tcir_annual_table_4,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_5,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_5,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_5,fiscal_year,YEAR,Effective Fiscal Year,The fiscal year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_5,fiscal_year_rate,STRING,Fiscal Year Rate,The certified interest rate applicable for the fiscal year for specified legislation.,TRUE
v1/accounting/od/tcir_annual_table_5,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_6,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_6,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_6,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_annual_table_6,calendar_year,YEAR,Calendar Year,The calendar year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_6,calendar_year_rate,STRING,Calendar Year Rate,The certified interest rate applicable for the calendar year for specified legislation.,TRUE
v1/accounting/od/tcir_annual_table_6,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_7,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_7,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_7,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_annual_table_7,calendar_year,YEAR,Calendar Year,The calendar year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_7,calendar_year_rate,STRING,Calendar Year Rate,The certified interest rate applicable for the calendar year for specified legislation.,TRUE
v1/accounting/od/tcir_annual_table_7,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_8,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_8,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_8,legislation,STRING,Legislation Description,The legislation for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_annual_table_8,fiscal_year,YEAR,Effective Fiscal Year,The fiscal year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_8,fiscal_year_rate,STRING,Fiscal Year Rate,The certified interest rate applicable for the fiscal year for specified legislation.,TRUE
v1/accounting/od/tcir_annual_table_8,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/tcir_annual_table_9,record_date,DATE,Record Date,The date that rate data was updated.,TRUE
v1/accounting/od/tcir_annual_table_9,table_nm,STRING,Table Name,The name of the data table.,TRUE
v1/accounting/od/tcir_annual_table_9,rate_desc,STRING,Description,The description for which the certified interest rates are applicable.,TRUE
v1/accounting/od/tcir_annual_table_9,fiscal_year,YEAR,Effective Fiscal Year,The fiscal year in which the rate is effective.,TRUE
v1/accounting/od/tcir_annual_table_9,fiscal_year_rate,STRING,Fiscal Year Rate,The certified interest rate applicable for the fiscal year for specified description.,TRUE
v1/accounting/od/tcir_annual_table_9,adj_rate_nearest_eighth_pct,STRING,Adjusted Rate to Nearest Eighth of Percent,The certified interest rate adjusted to the nearest eighth of a percent applicable for the fiscal year for specified legislation.,FALSE
v1/accounting/od/tcir_annual_table_9,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/auctions_query,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/auctions_query,cusip,STRING,CUSIP,"A unique nine-character combination assigned to the security being announced/auctioned. They are provided by the CUSIP (Committee on Uniform Securities Identification Procedures) Service Bureau, which is operated by Standard & Poors for the American Bankers Association.",TRUE
v1/accounting/od/auctions_query,security_type,STRING,Security Type,The kind of marketable security that is being announced/auctioned. This is determined by the length to maturity.,TRUE
v1/accounting/od/auctions_query,security_term,STRING,Security Term,The term of the security.,TRUE
v1/accounting/od/auctions_query,auction_date,DATE,Auction Date,This is the date on which the auction of the security being announced/auctioned is held.,TRUE
v1/accounting/od/auctions_query,issue_date,DATE,Issue Date,Date when security being announced/auctioned is delivered to the investor in exchange for payment,TRUE
v1/accounting/od/auctions_query,maturity_date,DATE,Maturity Date,"Date which the face value, or inflation-adjusted principal of the security being announced/auctioned is paid to investor. Security also ceases to earn interest on this date.",TRUE
v1/accounting/od/auctions_query,price_per100,STRING,Price per $100,The price of a security per 100 dollars.,TRUE
v1/accounting/od/auctions_query,accrued_int_per100,NUMBER,Accrued Interest per $100,The amount of accrued interest an investor pays per $100.,TRUE
